-8.346077491120057479e-01,-7.234502591690306073e-02,-2.992652574056590686e-01,-3.464384616827883567e-01,-1.776548972242403823e-01,2.139852879963774768e-01,-5.002436138892897566e-02,-4.865337593799630433e-02,-7.997653790255898620e-02,0.000000000000000000e+00
5.983409829834361593e-02,-4.017276008422707156e-03,1.718075371156036202e-01,-6.324769195254906218e-02,8.459191587255917577e-01,-1.718828679446043617e-01,4.464942391669348698e-01,1.322843782989299721e-01,3.010707697821909251e-02,0.000000000000000000e+00
-4.446791569903497110e-01,-4.200341091826537837e-02,3.379600077439803840e-01,3.940929440084856572e-01,-1.871009950980044578e-01,6.752898057748399907e-01,-1.586141731754864559e-01,-1.125462137020193654e-01,-4.606229648105039653e-02,0.000000000000000000e+00
-7.856624068790943882e-01,-6.708661268251329968e-02,-2.986397951096089742e-01,-1.764532969712097055e-01,-3.849423203264307203e-01,-1.269490708786964739e-01,-2.392428334640380738e-01,-1.550119211311815626e-01,-1.111305086314001989e-01,0.000000000000000000e+00
-5.586637149999244129e-02,-3.955353417242798986e-02,-3.529555247875801882e-01,-3.892082138212035747e-01,-5.299425605616840951e-01,6.065051538739238968e-01,-1.781829756385710783e-01,-1.444805739867181249e-01,-1.339492517660109128e-01,0.000000000000000000e+00
-4.610450675096285922e-01,-6.187652198500082773e-02,-3.803324794422243693e-01,-3.414375310653048334e-01,-5.772841390041358878e-01,-2.338085326255417151e-01,-2.863640137010249886e-01,-1.864030773411088360e-01,-1.330507292501200978e-01,0.000000000000000000e+00
6.546026184010377280e-01,2.976907491570590647e-03,-5.491067990095147566e-01,-4.013647570392361863e-01,1.465312901948582526e-02,1.921385744082901859e-01,-1.885204840424761774e-01,-1.407156638589727171e-01,-1.280694661816717261e-01,0.000000000000000000e+00
-5.578486978425127862e-01,-1.431972273649067540e-01,-1.970879034116329032e-01,-3.641010721510754000e-01,6.148947027564596324e-01,1.690337681628839017e-01,2.184784289685099412e-01,-1.270511218135300935e-01,-1.623065933403111394e-01,0.000000000000000000e+00
-8.295412212034103394e-01,-1.262994568237383597e-01,3.191751136697140723e-01,1.333277801801456275e-01,3.158659709643356628e-01,3.124182747086156828e-02,2.318187436039156335e-01,1.472386177275954444e-01,9.708529402071003692e-03,0.000000000000000000e+00
1.065003668924636437e-01,-1.826606563601254965e-02,3.910858389380456046e-01,1.669875111107786414e-01,7.368144297725346403e-01,1.654149416887775170e-01,4.638109009113237091e-01,1.452153971142992606e-01,3.202171442848933403e-02,0.000000000000000000e+00
