-3.622961189286810768e-01,-1.832407758245694351e-01,6.414666317825493680e-01,3.905369676719868122e-01,-7.109044882006436764e-03,-1.028855284075328030e-01,3.690829933239848648e-01,2.720728744597646354e-01,2.242407233820886414e-01,0.000000000000000000e+00,1.000000000000000000e+00
-6.726652120216892738e-01,-2.889514035763726674e-01,-1.051157697900455407e-01,-2.151547851335545991e-01,5.599980952968369730e-01,-2.012564729846344491e-01,-5.372371422307413436e-02,-1.472317384321604750e-01,-1.673984329576040930e-01,0.000000000000000000e+00,1.000000000000000000e+00
-6.536670622977762690e-01,-3.222919167755888825e-01,1.329417148945611638e-01,1.066557058616472153e-01,-1.145972894202296477e-01,-6.146497916657527316e-01,-2.114003946044790694e-01,-6.276291391094655781e-02,1.556076982091432817e-02,0.000000000000000000e+00,1.000000000000000000e+00
-1.419509676349737792e-01,-5.367219968544800768e-02,4.650030759276318482e-01,3.697029774893237919e-01,5.818911296624554863e-01,-1.673317216704693911e-01,3.463258809413880535e-01,2.887566671015351361e-01,2.326840027146734047e-01,0.000000000000000000e+00,1.000000000000000000e+00
1.080103854060206897e-01,-3.204456498767477290e-01,1.539588964662186310e-01,2.458935813327765493e-02,-7.350841524347166978e-01,-2.385705629664789107e-01,-4.607602186714785386e-01,-2.094048745632671182e-01,-8.902448263907301873e-02,0.000000000000000000e+00,1.000000000000000000e+00
-6.214314860754805991e-01,-3.456667375117197794e-01,8.790372481160142401e-03,1.795030850310972217e-02,-4.524474925864174768e-01,-3.285489158378200880e-01,-3.528775985002755022e-01,-2.008123316657134672e-01,-1.282053616274443086e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.684988525829166806e-01,-2.522709589793976637e-01,-4.081001362219162654e-01,-3.044325866135735303e-01,-3.100334609935816443e-01,-2.963164829901657193e-01,-3.822503039878066278e-01,-2.744920532316168504e-01,-2.285998254464090274e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.778122309856264627e-01,-2.134614381312694709e-01,-4.818295594423965267e-01,-3.829513458827503714e-01,-1.852705480479594768e-01,-4.787872192240089086e-01,-3.200590892394804543e-01,-2.719406207968212419e-01,-2.418495854233340125e-01,0.000000000000000000e+00,1.000000000000000000e+00
-4.247781824735330503e-01,-2.221299108271797829e-01,4.615225080687024306e-01,4.535525032440483884e-01,-3.691756976881673258e-01,-4.589320015224292448e-01,-2.537992062929796816e-02,1.038380185227988882e-02,6.202949508450051469e-02,0.000000000000000000e+00,1.000000000000000000e+00
8.270611993287481090e-01,3.439802163734443363e-01,-1.080374936877783604e-01,-1.337390132858878311e-01,3.206790871390154396e-01,-2.359986511048938751e-01,4.807090194336391571e-03,-6.393262538651459104e-02,-7.381213067620412405e-02,0.000000000000000000e+00,1.000000000000000000e+00
1.000010205067296404e-01,-1.753068862753694446e-01,-5.033088385044174329e-01,-4.647504677216350855e-01,-6.421923479029481019e-01,1.213563452761419470e-01,-4.994789016926231423e-02,-1.413340821558676796e-01,-2.008631837913999463e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.793508214770158982e-01,-1.614041518104511741e-01,1.132869350594897656e-01,-4.356012036195722886e-02,-8.971072636742631612e-02,9.080773936332715568e-01,2.188315422142944888e-01,2.332812000600834046e-02,-9.817956675184549842e-03,0.000000000000000000e+00,1.000000000000000000e+00
-2.680684403070158206e-01,-2.400529002896791553e-01,-4.092295566917020788e-01,-3.991177247744424061e-01,-3.321003113304926008e-02,-6.208250970310088546e-01,-2.337889309460831622e-01,-2.171972156486761674e-01,-2.353540441224523105e-01,0.000000000000000000e+00,1.000000000000000000e+00
-6.508986052430422165e-01,-2.480870273711242580e-01,-3.271726650455252239e-01,-2.851488144570815675e-01,-1.190439644493664073e-01,-3.746571281687675614e-01,-2.994670926195682203e-01,-2.072025398153479470e-01,-1.981897378173565760e-01,0.000000000000000000e+00,1.000000000000000000e+00
8.755696200201525947e-01,3.567935831871044128e-01,-1.701094563365469214e-01,-1.553102096986037628e-01,2.014653994292572858e-01,1.564158810010649395e-02,7.770424779460764764e-03,-6.192408221397743828e-02,-9.104808190045687866e-02,1.000000000000000000e+00,0.000000000000000000e+00
-4.669383692058780566e-01,-2.294167055200851957e-01,-4.072677414487847480e-01,-2.592555371496703676e-01,-5.273599682513382403e-01,-2.068846044759835578e-01,-3.099533401632821872e-01,-2.177191698224116012e-01,-1.785317959197609272e-01,0.000000000000000000e+00,1.000000000000000000e+00
-2.805554395065621431e-01,-3.187353566234994995e-01,-5.471138769136896229e-01,-3.536740762776415248e-01,-3.489353153243226480e-01,-5.121797871597688623e-02,-3.725458131940939110e-01,-2.661895438564955141e-01,-2.474895542195403308e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.973550280544729418e-01,-2.019546458135653144e-01,-5.050220466635778616e-01,-3.755073783602679294e-01,4.034456286647708501e-01,-4.672635576096558219e-01,-1.748800730515096546e-01,-2.321716015127978372e-01,-2.421197122466531015e-01,0.000000000000000000e+00,1.000000000000000000e+00
-3.408241767650990184e-01,-2.084299420576193607e-01,-4.498710200909597501e-01,-3.216885076325551318e-01,-3.647258112136383956e-01,-4.092642313355291939e-01,-3.291364151776228208e-01,-2.661642719811639912e-01,-2.341625103093174509e-01,0.000000000000000000e+00,1.000000000000000000e+00
-5.581732649323164486e-01,-2.384625257183122238e-01,-2.345398387203474766e-01,-2.381289909090008039e-01,-6.356493831122209670e-01,8.433641818675122193e-02,-2.396440544346682688e-01,-1.708455458672780702e-01,-1.486056352647626977e-01,0.000000000000000000e+00,1.000000000000000000e+00
5.256784814798175498e-01,-8.680178551214404615e-04,-5.269112297584963578e-01,-4.049387549484502746e-01,1.966437085065798895e-01,-1.177707894970454611e-01,-3.009394252022036809e-01,-2.643706733466107961e-01,-2.627840250633834973e-01,0.000000000000000000e+00,1.000000000000000000e+00
